workload,db,strategy,arm,ra_kb,rep,warmup,cold_pct,delivery_pct,first_query_us,preproc_us,e2e_us,avg_us,majflt,minflt,load,memavail_kb
A,ta,2e_K92,async,128,6,0,0.00,45.90,908.58,429.16,1337.74,2.17,181.00,316.00,2.15,53948744
A,ta,2e_K100,async,128,6,0,0.00,45.50,552.50,427.82,980.32,2.18,181.00,316.00,2.15,53949400
A,ta,2e_K500,async,128,6,0,0.00,47.30,188.58,1001.76,1190.34,2.13,178.00,396.00,2.15,53947220
B,orig,2d,async,128,6,0,0.00,100.00,384.76,275.62,660.38,2.24,181.00,278.00,2.15,53949200
B,orig,2e_K10,async,128,6,0,0.00,100.00,378.91,289.82,668.73,2.26,181.00,280.00,2.15,53949604
B,orig,2e_K40,async,128,6,0,0.00,100.00,380.31,329.96,710.27,2.26,181.00,288.00,2.15,53952612
B,orig,2e_K50,async,128,6,0,0.00,100.00,389.50,346.51,736.01,2.26,183.00,288.00,2.15,53952928
B,orig,2e_K92,async,128,6,0,0.00,100.00,383.23,426.20,809.43,2.25,184.00,298.00,2.15,53952828
B,orig,2e_K100,async,128,6,0,0.00,78.00,391.89,407.83,799.72,2.24,184.00,298.00,2.15,53955904
B,orig,2e_K500,async,128,6,0,0.00,100.00,429.28,1158.77,1588.05,2.22,186.00,324.00,2.15,53956524
B,vacuum,2d,async,128,6,0,0.00,100.00,529.40,267.87,797.27,2.18,145.00,235.00,2.15,53956708
B,vacuum,2e_K10,async,128,6,0,0.00,100.00,519.86,278.08,797.94,2.16,145.00,238.00,2.14,53957856
B,vacuum,2e_K40,async,128,6,0,0.00,100.00,509.57,323.06,832.63,2.14,146.00,238.00,2.14,53958488
B,vacuum,2e_K50,async,128,6,0,0.00,100.00,509.08,336.61,845.69,2.15,147.00,244.00,2.14,53929744
B,vacuum,2e_K92,async,128,6,0,0.00,100.00,514.77,409.72,924.49,2.13,149.00,249.00,2.14,53935496
B,vacuum,2e_K100,async,128,6,0,0.00,81.20,508.64,402.34,910.98,2.14,149.00,249.00,2.14,53938004
B,vacuum,2e_K500,async,128,6,0,0.00,17.20,708.41,947.97,1656.38,2.12,151.00,280.00,2.14,53938852
B,ta,2d,async,128,6,0,0.00,100.00,576.28,296.33,872.61,2.30,181.00,275.00,2.14,53940112
B,ta,2e_K10,async,128,6,0,0.00,80.00,601.79,319.63,921.42,2.38,181.00,278.00,2.14,53914228
B,ta,2e_K40,async,128,6,0,0.00,97.50,595.98,347.58,943.56,2.26,181.00,283.00,2.14,53914636
B,ta,2e_K50,async,128,6,0,0.00,97.80,589.90,376.96,966.86,2.29,183.00,284.00,2.14,53914012
B,ta,2e_K92,async,128,6,0,0.00,72.00,592.42,427.80,1020.22,2.28,184.00,288.00,2.14,53923152
B,ta,2e_K100,async,128,6,0,0.00,71.40,593.48,454.54,1048.02,2.25,184.00,287.00,2.14,53923772
B,ta,2e_K500,async,128,6,0,0.00,41.90,610.95,1031.71,1642.66,2.24,186.00,317.00,2.14,53924536
C,orig,2d,async,128,6,0,0.00,100.00,565.56,256.10,821.66,1.57,24.00,25.00,2.14,53926456
C,orig,2e_K10,async,128,6,0,0.00,100.00,151.37,273.69,425.06,1.58,23.00,33.00,2.14,53926388
C,orig,2e_K40,async,128,6,0,0.00,100.00,152.36,303.52,455.88,1.59,22.00,58.00,2.14,53926244
C,orig,2e_K50,async,128,6,0,0.00,100.00,155.88,314.25,470.13,1.59,22.00,51.00,2.14,53928192
C,orig,2e_K92,async,128,6,0,0.00,100.00,157.03,366.74,523.77,1.57,21.00,64.00,2.13,53928232
C,orig,2e_K100,async,128,6,0,0.00,100.00,154.24,371.99,526.23,1.59,23.00,64.00,2.13,53928312
C,orig,2e_K500,async,128,6,0,0.00,48.80,154.63,643.43,798.06,1.54,0.00,36.00,2.13,53927684
C,vacuum,2d,async,128,6,0,0.00,100.00,499.07,258.23,757.30,1.52,14.00,36.00,2.13,53929576
C,vacuum,2e_K10,async,128,6,0,0.00,100.00,187.95,266.90,454.85,1.52,12.00,44.00,2.13,53929184
C,vacuum,2e_K40,async,128,6,0,0.00,100.00,186.75,305.07,491.82,1.51,14.00,56.00,2.13,53929896
C,vacuum,2e_K50,async,128,6,0,0.00,100.00,184.89,315.12,500.01,1.51,13.00,57.00,2.13,53928940
C,vacuum,2e_K92,async,128,6,0,0.00,100.00,189.72,370.58,560.30,1.50,13.00,65.00,2.13,53931216
C,vacuum,2e_K100,async,128,6,0,0.00,100.00,188.95,385.32,574.27,1.50,13.00,67.00,2.13,53931208
C,vacuum,2e_K500,async,128,6,0,0.00,60.10,188.04,704.33,892.37,1.48,0.00,30.00,2.13,53931984
C,ta,2d,async,128,6,0,0.00,64.60,479.13,302.02,781.15,1.61,24.00,28.00,2.13,53931964
C,ta,2e_K10,async,128,6,0,0.00,70.70,188.88,311.65,500.53,1.60,23.00,34.00,2.13,53933944
C,ta,2e_K40,async,128,6,0,0.00,100.00,184.37,346.79,531.16,1.60,22.00,56.00,2.13,53934368
C,ta,2e_K50,async,128,6,0,0.00,100.00,188.04,362.09,550.13,1.62,22.00,51.00,2.13,53934052
C,ta,2e_K92,async,128,6,0,0.00,100.00,189.30,413.20,602.50,1.60,21.00,67.00,2.13,53933704
C,ta,2e_K100,async,128,6,0,0.00,100.00,187.58,421.49,609.07,1.61,23.00,65.00,2.13,53917344
C,ta,2e_K500,async,128,6,0,0.00,100.00,190.06,834.33,1024.39,1.54,0.00,38.00,2.13,53918976
