workload,db,strategy,arm,metric,n_seeds,mean_pct,median_pct,ci_lo,ci_hi,min_pct,max_pct,sign_consistency,verdict,per_seed
A,ta,2e_K500,async,e2e_warm_us,10,44.61,43.39,27.86,61.96,7.03,90.91,10/10,robust,01=52.7;02=79.4;03=90.9;04=32.7;05=17.0;06=7.0;07=34.1;08=68.1;09=53.1;10=11.2
A,ta,2e_K500,async,first_query_us,10,-41.02,-43.43,-54.1,-27.04,-71.94,2.31,9/10,robust,01=-47.1;02=-19.2;03=2.3;04=-31.4;05=-71.9;06=-61.5;07=-39.8;08=-23.7;09=-54.9;10=-63.1
A,ta,2e_K500,pread,e2e_us,10,1992.06,2092.66,1777.43,2210.0,1528.29,2640.07,10/10,robust,01=2364.1;02=2159.6;03=2127.6;04=1548.6;05=2109.2;06=1528.3;07=1674.9;08=2076.1;09=2640.1;10=1692.3
A,ta,2e_K500,pread,e2e_warm_us,10,1968.16,2069.4,1756.13,2183.11,1508.79,2605.62,10/10,robust,01=2337.4;02=2135.2;03=2099.2;04=1531.0;05=2085.2;06=1508.8;07=1653.3;08=2053.6;09=2605.6;10=1672.3
A,ta,2e_K500,pread,first_query_us,10,-60.2,-69.31,-70.95,-48.52,-80.49,-28.51,10/10,robust,01=-71.2;02=-28.5;03=-74.5;04=-44.7;05=-74.4;06=-80.5;07=-44.1;08=-38.1;09=-67.4;10=-78.6
A,ta,2f_slru,async,e2e_us,10,746.15,782.84,657.16,837.79,551.74,1029.76,10/10,robust,01=905.6;02=797.5;03=801.2;04=551.7;05=784.9;06=560.8;07=611.9;08=780.8;09=1029.8;10=637.3
A,ta,2f_slru,async,e2e_warm_us,10,722.16,759.8,635.81,811.01,533.88,995.15,10/10,robust,01=878.8;02=771.2;03=773.2;04=533.9;05=761.1;06=541.4;07=590.5;08=758.6;09=995.2;10=617.8
A,ta,2f_slru,async,first_query_us,10,-85.25,-84.64,-86.77,-83.68,-88.39,-80.43,10/10,robust,01=-82.6;02=-84.1;03=-84.5;04=-88.4;05=-84.5;06=-88.4;07=-87.7;08=-84.7;09=-80.4;10=-87.2
A,ta,2f_slru,pread,e2e_us,10,1977.18,2057.4,1757.4,2200.84,1492.21,2640.0,10/10,robust,01=2381.2;02=2141.5;03=2027.1;04=1492.2;05=2126.9;06=1563.1;07=1667.4;08=2087.7;09=2640.0;10=1644.7
A,ta,2f_slru,pread,e2e_warm_us,10,1952.61,2031.96,1734.58,2173.44,1471.69,2605.31,10/10,robust,01=2354.3;02=2113.1;03=1998.4;04=1471.7;05=2103.1;06=1543.8;07=1645.8;08=2065.5;09=2605.3;10=1625.1
A,ta,2f_slru,pread,first_query_us,10,-85.33,-84.69,-86.87,-83.74,-88.54,-80.43,10/10,robust,01=-82.7;02=-84.2;03=-84.8;04=-88.5;05=-84.4;06=-88.5;07=-87.8;08=-84.6;09=-80.4;10=-87.3
A,ta,layers_5,async,e2e_us,10,24.43,20.49,14.06,36.58,6.88,60.19,10/10,robust,01=8.9;02=8.0;03=57.2;04=17.1;05=60.2;06=25.8;07=23.9;08=6.9;09=23.9;10=12.4
A,ta,layers_5,async,e2e_warm_us,10,0.69,-4.45,-9.73,12.63,-18.08,32.63,6/10,tie,01=-18.1;02=-16.2;03=32.6;04=-0.6;05=32.4;06=6.4;07=4.8;08=-15.6;09=-10.6;10=-8.3
A,ta,layers_5,async,first_query_us,10,-7.26,-11.08,-18.05,4.73,-27.57,24.28,7/10,directional,01=-27.6;02=-24.7;03=24.3;04=-6.9;05=24.1;06=0.2;07=-1.8;08=-24.0;09=-21.1;10=-15.3
A,ta,layers_5,pread,e2e_us,10,32.56,33.46,29.47,35.73,24.33,43.18,10/10,robust,01=30.2;02=28.8;03=32.7;04=35.1;05=34.2;06=36.1;07=34.4;08=26.6;09=43.2;10=24.3
A,ta,layers_5,pread,e2e_warm_us,10,8.29,5.78,5.24,11.56,3.24,16.73,10/10,robust,01=3.4;02=3.2;03=4.6;04=15.3;05=7.0;06=16.7;07=15.5;08=4.1;09=8.6;10=4.6
A,ta,layers_5,pread,first_query_us,10,-20.48,-24.41,-25.86,-14.55,-30.51,-5.73,10/10,robust,01=-30.5;02=-27.5;03=-25.6;04=-6.9;05=-23.2;06=-5.7;07=-8.6;08=-25.9;09=-30.2;10=-20.5
A,ta,layers_92,async,e2e_us,10,8.18,13.76,-2.44,18.63,-14.24,37.94,6/10,tie,01=12.8;02=17.3;03=20.1;04=-11.9;05=23.1;06=-9.9;07=-8.1;08=14.7;09=37.9;10=-14.2
A,ta,layers_92,async,e2e_warm_us,10,-15.66,-10.84,-23.43,-8.19,-33.62,3.46,9/10,robust,01=-14.0;02=-7.7;03=-6.4;04=-30.0;05=-4.4;06=-29.3;07=-27.1;08=-7.6;09=3.5;10=-33.6
A,ta,layers_92,async,first_query_us,10,-34.76,-32.5,-40.81,-28.96,-50.04,-22.03,10/10,robust,01=-36.9;02=-28.1;03=-26.8;04=-44.7;05=-24.3;06=-44.3;07=-43.1;08=-27.3;09=-22.0;10=-50.0
A,ta,layers_92,pread,e2e_us,10,81.26,80.25,65.43,98.55,50.66,135.82,10/10,robust,01=74.0;02=102.1;03=94.8;04=50.7;05=104.0;06=52.6;07=56.7;08=86.5;09=135.8;10=55.4
A,ta,layers_92,pread,e2e_warm_us,10,56.74,54.7,43.4,71.27,30.84,101.53,10/10,robust,01=45.1;02=76.4;03=66.9;04=30.8;05=76.5;06=33.2;07=36.8;08=64.3;09=101.5;10=35.8
A,ta,layers_92,pread,first_query_us,10,-38.15,-39.74,-47.66,-29.8,-70.99,-20.11,10/10,robust,01=-71.0;02=-25.8;03=-25.7;04=-43.3;05=-23.0;06=-42.9;07=-41.6;08=-37.9;09=-20.1;10=-50.2
